,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
495,0.575,0.59,-6.909,0.0429,0.407,0.0,0.13,0.18,81.036,3ufmwOhsjryZnCIAc0ZEjC,277853
496,0.615,0.812,-6.573,0.0458,0.184,0.0,0.328,0.74,98.954,2mKjs6s0Z1imKKb6gOk628,218240
497,0.589,0.867,-4.523,0.0385,0.041,0.0,0.306,0.795,94.52,4tK4ARuilOrBzwVQK73E0Y,256441
498,0.619,0.793,-5.964,0.0661,0.263,0.0,0.0828,0.892,177.991,3FKp7QAJoLHPsywOp6UvMH,214552
499,0.626,0.926,-4.441,0.0477,0.0265,0.0,0.159,0.548,99.997,6e6Ut2zlAbzWGu7ALEXjoi,221425
500,0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,5wQnmLuC1W7ATsArWACrgW,311107
501,0.463,0.857,-3.063,0.0632,0.0506,0.0,0.184,0.856,111.647,7j31rVgGX9Q2blT92VBEA0,161920
502,0.411,0.986,-2.522,0.0583,0.000264,0.00148,0.371,0.649,165.981,5BB0Jzw60KyfSTyjJqtely,205960
503,0.367,0.959,-2.982,0.11,0.0544,0.0,0.12,0.103,125.939,3ZaS7Bcz9tpFIjfst63tSw,205920
504,0.225,0.948,-2.945,0.136,0.00718,0.0,0.25,0.239,179.634,14mqKOS4dHMf48spDuzfYv,188187
505,0.422,0.946,-3.145,0.0651,0.000181,0.0,0.231,0.262,127.03,262RJtiqytpugV1UvDicN9,167533
506,0.372,0.975,-3.949,0.075,0.000133,4.29e-06,0.351,0.467,162.967,1GErReAT0swX36x3O8GyQn,181027
507,0.415,0.913,-5.361,0.0482,0.000543,3.02e-05,0.284,0.427,164.289,1aWYAQICESeHj2Xauv1Zfd,208600
508,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,0.552,100.008,6ihL9TjfRjadfEePzXXyVF,213107
509,0.673,0.565,-7.357,0.0278,0.002,0.00107,0.112,0.9,106.057,6XQT1dD3kNbtRShuwLzk6L,231467
510,0.672,0.713,-4.67,0.0283,0.000588,8.59e-05,0.0458,0.728,128.035,23w11EYBFY0v3uPxVuRxOV,206987
511,0.628,0.461,-10.196,0.0257,0.302,6.65e-06,0.0973,0.37,128.227,2m7FsggaXs6rGElWLbgQUS,194800
512,0.319,0.864,-3.269,0.0785,0.0433,0.0563,0.224,0.299,179.933,1agT1o2mpJ3GHusAE8q0FX,300387
513,0.54,0.691,-5.888,0.0306,7.78e-05,0.331,0.0413,0.367,127.946,4jVhSbMMHctghoOTFuLPB2,233267
514,0.569,0.922,-3.782,0.068,0.0223,0.123,0.114,0.787,136.044,7fFuGSiMOc42A5nshYl2cF,256360
515,0.491,0.843,-4.962,0.0413,0.000352,2.87e-06,0.343,0.8,171.978,2CCaFbnGcOkSZIkgdmvXcP,228867
516,0.515,0.961,-3.035,0.0609,0.00311,0.000216,0.109,0.769,106.022,0z5HpYHAoLtrSZTZEVWxoi,180067
517,0.465,0.954,-4.251,0.044,0.000346,5.93e-06,0.573,0.457,143.854,3GH73cL5V68U0mMXOTnqF3,193653
518,0.517,0.915,-3.858,0.0456,0.000148,0.0,0.291,0.648,109.859,3msXysuxoiWk3kXXafo57T,238880
519,0.455,0.636,-4.731,0.0273,0.00232,0.0,0.154,0.315,87.891,2z1yyIX24ExLJCdVSBivYk,244827
520,0.542,0.874,-3.471,0.0446,0.000172,0.0,0.0603,0.655,135.914,3LU46uFApLAeTF9q9IySFM,189307
521,0.504,0.834,-4.502,0.035,0.000414,0.0,0.127,0.571,149.767,1nvErGPVTH9c4L1211o2zn,220040
522,0.464,0.947,-3.812,0.046,7.34e-05,5.38e-05,0.0619,0.59,149.822,2OWQ4q2YCXsaqBqPSTQmMp,203720
523,0.595,0.951,-3.93,0.0571,0.00386,1.66e-06,0.04,0.787,147.847,1yc6MkKsiwmTYWElZHQ6Gx,203880
524,0.321,0.61,-5.733,0.0339,0.000466,0.0,0.129,0.29,203.707,00GIEePaWvA8PYKlvwszIO,217693
525,0.57,0.41,-6.332,0.0292,0.675,0.0,0.18,0.342,115.959,7Dt29zYaLorZqVTKfJ5nPe,172427
526,0.452,0.887,-3.007,0.0512,0.00519,0.0,0.147,0.413,120.07,4KEJhHr4BXfRYCevWFfBSx,182880
527,0.564,0.926,-4.032,0.0394,0.0261,0.0,0.208,0.605,105.012,4HG0DGsiLIyZQQUzLClCJs,157453
528,0.578,0.941,-3.605,0.0611,0.0625,0.0,0.331,0.629,130.967,0eYvO3cGXBW0xAjBzdcDVD,192627
529,0.484,0.931,-4.328,0.0776,0.0188,0.0,0.436,0.463,125.99,1fljyIERlUP0ZjSffb7WLR,166253
530,0.353,0.727,-3.476,0.0343,0.124,0.0,0.101,0.478,179.637,6YLav1oo4AmAA76fyi4bvF,239227
531,0.54,0.435,-7.748,0.0248,0.495,0.0,0.0818,0.511,99.951,0hTvcpHookkdoIlpgAmJ8y,221120
532,0.311,0.709,-5.301,0.0258,0.0352,0.0,0.181,0.318,104.003,35EefpGnzu6o9U4kmR2oks,240107
533,0.524,0.921,-2.417,0.0377,0.0282,0.0,0.132,0.703,88.979,6tQofm7cDQwiG32FVF1HAx,216987
534,0.52,0.942,-2.067,0.044,0.00482,6.75e-05,0.366,0.616,127.023,39NgVGABGeu7dUhyQy6D9V,216520
535,0.531,0.925,-1.916,0.0424,0.00096,0.0,0.334,0.515,119.994,2jOjYdWS9QMU32WVJzdMTQ,191733
536,0.551,0.919,-3.359,0.0526,0.0182,0.0,0.127,0.681,132.945,5Krwh4WVTHZFQSS1eytHFZ,230960
537,0.623,0.909,-2.699,0.035,0.0165,1.05e-05,0.0672,0.807,103.018,2E72p4Z0w0LkC0aN3FvkKu,162347
538,0.6,0.896,-3.759,0.0414,0.000241,0.000435,0.116,0.422,95.034,2XgNtAACwtn9aZIIyJQ1aY,216480
539,0.303,0.000212,-6.186,0.0319,0.0196,0.000135,0.165,0.793,97.118,5YoEIJR6APPFuK6XgUDY22,883440
540,0.471,0.729,-3.96,0.0283,0.00191,0.00164,0.399,0.286,79.548,1AP49OQJ9hkSEQDrdf4vuJ,217547
541,0.53,0.951,-2.744,0.0351,2.94e-05,0.0846,0.405,0.52,122.996,1kZVcngRa946GAWnByaeqN,215733
542,0.522,0.875,-3.077,0.0328,0.00709,1.4e-05,0.209,0.659,97.988,7jNBEEaS1qodP3YdffXZ0J,234987
543,0.509,0.936,-2.147,0.0376,0.00724,0.0812,0.197,0.417,135.959,02O7gKamWOc6jG818yDGbo,210250
544,0.314,0.886,-2.612,0.0353,0.00355,0.161,0.299,0.467,203.827,7ibqTguScVxowxkuRvRMuI,163625
545,0.553,0.853,-3.668,0.0339,0.000684,0.0,0.126,0.506,122.023,56sk7jBpZV0CD31G9hEU3b,231400
546,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342,6rUp7v3l8yC4TKxAAR5Bmx,231480
547,0.185,0.948,-3.892,0.147,0.0104,0.0,0.105,0.316,196.578,1Q2fYlSdwuutWj3QplhY9q,207587
548,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,6RtPijgfPKROxEzTHNRiDp,224840
549,0.628,0.901,-4.046,0.052,0.00127,8.57e-06,0.156,0.688,150.001,0bKFYQa7iOsl1O2DSVMvfr,224040
550,0.535,0.892,-5.01,0.187,0.00152,0.00098,0.331,0.426,162.125,5Lc0xumeKOqB0fuB2wfS7P,247627
551,0.714,0.871,-5.197,0.0564,0.00724,1.97e-06,0.339,0.745,130.028,1DsfSTkmftCG47KbzKOlWR,217227
552,0.705,0.758,-5.482,0.0506,0.142,0.0,0.109,0.569,107.965,6FXNfYIY6iEeCKuIeSYWgg,215613
553,0.795,0.616,-5.281,0.06,0.417,0.0,0.349,0.815,110.015,6ukMqDxnOPOgoHdak7Kyp3,190453
554,0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,4kbj5MwxO1bq9wjT5g9HaA,199080
555,0.557,0.533,-6.817,0.0252,0.0492,0.0,0.205,0.233,143.994,3NLrRZoMF0Lx6zTlYqeIo4,238733
556,0.675,0.879,-5.642,0.0359,0.00195,0.0,0.11,0.886,118.021,56nMXANwYgYPBqGX9uEH2M,218867
557,0.508,0.677,-5.696,0.0656,0.328,0.0,0.0491,0.575,121.928,0sQLhT32E9ZG2zn5iYR6nN,227280
558,0.769,0.437,-6.406,0.0363,0.44,0.0,0.116,0.737,103.921,3icbmPGKTsKAa0IinkizCM,186443
559,0.746,0.754,-6.684,0.0676,0.0152,0.0,0.0486,0.746,149.882,3zkWCteF82vJwv0hRLba76,206880
560,0.607,0.914,-1.751,0.0779,0.0334,0.0,0.194,0.414,127.884,1QLH6vXRH2DrLohuY3U3Vb,270000
561,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,0fYVliAYKHuPmECRs1pbRf,195200
562,0.681,0.948,-4.198,0.0607,0.188,0.00103,0.149,0.675,123.989,6Sr8JkH7XRVk7Dnar9Xsr5,227709
563,0.772,0.779,-5.479,0.0509,0.148,0.0,0.0534,0.892,118.998,0Kahm7qIT3oUsRSc4NWWmh,218440
564,0.669,0.747,-7.108,0.0428,0.141,0.0,0.185,0.483,122.531,60hmtJmGbsAEXC0KCKMlN3,242440
565,0.521,0.271,-12.782,0.168,0.746,0.0,0.096,0.154,92.239,47W8cXL6JXzn9WJojjAtId,226957
566,0.748,0.788,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,2iuZJX9X9P0GKaE93xcPjk,235493
567,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,3U4isOIWM3VvDubwSI3y7a,269560
568,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.141,0.458,84.581,3d9DChrdc6BOeFsbrZ3Is0,264307
569,0.479,0.545,-7.346,0.0688,0.365,0.0,0.0963,0.244,74.897,6GmUVqe73u5YRfUUynZK6I,252733
570,0.608,0.419,-10.016,0.0331,0.602,7.58e-06,0.108,0.602,100.22,4vDBJeeQCbhP9FaPPMsYkY,268333
571,0.84,0.939,-3.052,0.233,0.0507,1.42e-05,0.598,0.355,107.976,3XdbNOzMb0TL6pBbtEpyqT,277546
572,0.507,0.93,-1.015,0.0803,0.21,0.000455,0.362,0.568,111.899,7AeYomUuCNb965CWyfLTjK,222080
573,0.674,0.932,-4.424,0.0859,0.0282,0.71,0.684,0.728,101.033,3oZoXyU0SkDldgS7AcN4y4,212773
574,0.635,0.983,-3.807,0.174,0.00901,0.00799,0.0683,0.434,145.085,6jNM6fKx3WnyHbWBI9hs2r,307987
575,0.663,0.822,-2.909,0.0557,0.00413,0.00318,0.234,0.567,128.002,2SHnUyZq0zwmvRIl4WY77G,290760
576,0.49,0.914,-3.202,0.167,0.0227,0.0,0.793,0.241,100.1,4PTPZeJlK1rYlYr6bf11hk,192720
577,0.628,0.833,-4.126,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,2ISSQPb9LHHiV6ng2NXosL,218293
578,0.58,0.846,-2.876,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,1JDIArrcepzWDTAWXdGYmP,240000
579,0.509,0.781,-3.48,0.072,0.0398,0.0,0.0749,0.176,128.0,60wwxj6Dd9NJlirf84wr2c,271427
580,0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,2V65y3PX4DkRhy1djlxd9p,212862
581,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,07nH4ifBxUB4lZcsf44Brn,212960
582,0.575,0.831,-5.972,0.0356,0.00406,0.000449,0.111,0.377,127.991,5M9jOReAKGZ2AttVefFjTY,223140
583,0.543,0.957,-0.184,0.305,0.0337,0.0,0.288,0.243,173.938,2lKjHE4eSS4LAxan214Zpr,205507
584,0.651,0.898,-4.942,0.0391,0.152,0.0,0.11,0.599,126.05,2dBA6iMhxf29tkaHjiQzuq,240893
585,0.781,0.63,-5.051,0.074,0.00605,0.0,0.072,0.861,120.058,7rjdleIbUO22mxrQ52Ml8l,208200
586,0.591,0.896,-6.134,0.376,0.0835,0.0,0.762,0.681,80.024,6DNB6Wmny2ennXWQlloNES,253067
587,0.656,0.711,-5.663,0.113,0.379,0.0,0.0876,0.79,90.987,51uCW93TocvMZuIl5YZRzd,308933
588,0.56,0.856,-2.029,0.0728,0.018,0.0,0.0404,0.56,128.003,0SB9oIIBgZaYdV2GrwkxbX,179533
589,0.72,0.791,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071,6FE2iI43OZnszFLuLtvvmg,175427
590,0.591,0.94,-4.341,0.0522,0.00391,0.0,0.383,0.676,100.043,44Ljlpy44mHvLJxcYUvTK0,224640
591,0.793,0.601,-10.012,0.283,0.00839,0.0153,0.485,0.373,194.127,7hKwfaCkCKv2R1jFEQya11,207843
592,0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790
593,0.278,0.676,-8.821,0.0371,0.000423,0.000899,0.136,0.494,104.545,6ooluO7DiEhI1zmK94nRCM,237027
594,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526,2PpruBYCo4H7WOBJ7Q2EwM,235213
595,0.571,0.891,-3.749,0.186,0.0112,0.0,0.827,0.613,164.014,5g3o7Q1PdQVaibYCsdhvEF,190573
596,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,6SpLc7EXZIPpy0sVko0aoU,211520
597,0.421,0.822,-4.415,0.0542,0.0132,0.0,0.092,0.751,171.935,6kcuYyyU2tPxGP3PDVWYJT,234787
598,0.479,0.186,-7.528,0.0302,0.874,0.0,0.114,0.435,71.941,6JUALLwHnidbO4eM09ArIh,249613
599,0.48,0.848,-5.431,0.0302,0.000134,1.55e-05,0.414,0.822,164.049,0DWuuG2T4j4CdX03Ovwo0p,178813
600,0.261,0.69,-5.348,0.0473,0.0611,0.0251,0.395,0.522,154.822,5cQjQPs8KzsmKNhBCb2Ad5,279933
601,0.584,0.367,-9.638,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,1JO1xLtVc8mWhIoE3YaCL0,176293
602,0.672,0.872,-4.324,0.0486,0.00241,0.0,0.16,0.848,88.047,4bi0g4nfhifqjs87BUrwNt,225427
603,0.62,0.975,-2.507,0.0868,0.0278,0.0,0.109,0.751,123.476,7vPLB09s3XNhIM5S5wF1Si,251093
604,0.69,0.939,-3.295,0.102,0.396,0.0,0.0903,0.887,91.031,31O6LBbs0HWDrEVHA9eFsj,182000
605,0.748,0.913,-3.426,0.0954,0.299,0.0,0.573,0.97,93.508,2lbAU3IQytWjl9b0LLuztk,184840
606,0.672,0.804,-4.427,0.065,0.565,0.0,0.0667,0.938,79.059,6B9Tt7pm7ozGgROhZpe2C8,223093
607,0.499,0.725,-10.568,0.103,0.0888,0.0,0.364,0.422,149.342,787zLV8eQMd5pl0BvYpnaq,311147
608,0.482,0.833,-5.611,0.0449,0.000346,0.0,0.365,0.74,148.039,1fBl642IhJOE5U319Gy2Go,212293
609,0.867,0.857,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,7xRNsqOQOgWbHV1nbXnfXN,251440
610,0.785,0.582,-4.877,0.237,0.191,0.0,0.2,0.861,71.774,07Tx168RSsUS1HqkDIOZbH,231360
611,0.635,0.819,-2.734,0.0499,0.0351,0.0,0.195,0.652,77.963,2YecXmMUz76Upc2g4bEXMk,237680
612,0.855,0.668,-4.892,0.0644,0.0242,0.0,0.102,0.803,125.846,7yws3pF3FFguwT2Psi6c15,210307
613,0.581,0.888,-3.198,0.0587,0.0018,0.0,0.413,0.629,120.041,4ZrBTq0oRB2SxuuTI8yboE,190707
614,0.657,0.695,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997,7LP4Es66zdY7CyjepqmvAg,212107
615,0.754,0.804,-3.177,0.0853,0.00332,0.0,0.0329,0.818,119.968,1DqdF42leyFIzqNDv9CjId,203867
616,0.593,0.87,-3.873,0.0778,0.00909,0.0,0.461,0.622,119.978,6kPYhng8L0bTOH7d3Whafv,196600
617,0.646,0.94,-2.856,0.0838,0.0209,0.0,0.0691,0.704,129.011,4nVyHATevhl5RC6Qmoko5H,231787
618,0.605,0.964,-1.581,0.0643,0.011,0.0,0.187,0.81,99.071,4cIedAXi7s8BYl4eRjC3Bc,219987
619,0.918,0.609,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008,0CAfXk7DXMnon4gLudAp7J,231400
620,0.682,0.889,-4.166,0.0804,0.00564,0.0,0.36,0.827,138.021,2t8MubXQOq9yaf9YjLXcdD,192440
621,0.781,0.745,-5.81,0.0332,0.198,1.14e-05,0.36,0.326,129.998,3r04p85xiJh9Wqk59YDYdc,269493
622,0.415,0.91,-2.567,0.0607,2.12e-05,0.0,0.225,0.567,163.079,38Ju3yhmM1asFXyWJn8fj4,204600
623,0.629,0.899,-2.121,0.0543,0.211,0.0,0.216,0.775,120.979,43d1uEHz8Ac33LbqXPIGGJ,198933
624,0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,5vlEg2fT4cFWAqU5QptIpQ,182307
625,0.325,0.816,-3.714,0.0633,0.165,0.0,0.0729,0.579,207.673,6V4y4uuMAxe2EYDIWNToaH,190173
626,0.618,0.955,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,5619Ojc6t9evEEs3B7Drhe,179947
627,0.576,0.75,-2.265,0.0319,0.00186,0.0,0.195,0.726,127.889,17IkqxJGfjKkii7GBJFnDW,219960
628,0.816,0.813,-7.798,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,0iQHjEwLtwyGA9kL1H6SeN,307640
629,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018,5rb9QrpfcKFHM1EUbSIurX,250373
630,0.663,0.861,-3.398,0.109,0.0336,0.0,0.082,0.654,119.964,28AUzRo0nQLESL55WDV0um,220800
631,0.781,0.745,-5.81,0.0332,0.198,1.14e-05,0.36,0.326,129.998,1bM50INir8voAkVoKuvEUI,269493
632,0.611,0.864,-5.736,0.0559,0.103,0.0,0.147,0.493,108.039,5Gk8T7WVhO6qrIekedwaEW,231213
633,0.533,0.924,-2.697,0.154,0.0139,0.0,0.487,0.756,174.002,5NSdMmd2LnvgDcpLiKeKeD,221730
634,0.398,0.812,-4.979,0.0535,0.0143,0.0,0.0813,0.734,172.273,7wGtGgBCDyJuKLjOSESRoZ,235373
635,0.72,0.808,-4.26,0.049,0.0637,0.0,0.194,0.856,110.011,2klTHaBnRQgd3SueB88MQ6,195154
636,0.608,0.471,-8.664,0.0945,0.446,3.63e-06,0.369,0.682,70.702,0rTkE0FmT4zT2xL6GXwosU,165800
637,0.814,0.808,-5.034,0.155,0.161,0.0,0.0616,0.738,99.816,7uYroF9RRrhRJBrigRvB6H,257333
638,0.373,0.968,-4.229,0.0782,0.00132,0.0274,0.0848,0.847,156.02,3nhJpxZXEQTsZwrDUihXQf,230640
639,0.579,0.508,-9.484,0.027,0.00574,0.000494,0.0575,0.609,147.125,40riOy7x9W7GXjyGp4pjAv,391376
640,0.575,0.67,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4yugZvBYaoREkJKtbG08Qr,211578
641,0.786,0.622,-5.035,0.0734,0.00554,0.0,0.0866,0.875,120.046,2vCyLvNnBguMAY6iESbxjf,208200
642,0.724,0.748,-5.496,0.12,0.0046,0.0,0.224,0.724,128.064,2mEfWOiK471Wkr6qKBaRf8,229707
643,0.622,0.835,-5.308,0.0532,0.129,0.0,0.371,0.606,126.043,6JikuKcWFuPPC4MyKfvkHQ,228587
644,0.484,0.759,-5.01,0.0392,0.0464,0.0,0.295,0.353,152.098,0y080AoWs2PLxJZjuhjcEl,254347
645,0.742,0.934,-3.729,0.118,0.00178,0.0,0.0473,0.544,104.996,6kFPBOtSOIlrleJNkZ6ESF,201160
646,0.411,0.816,-5.451,0.118,0.0956,0.0,0.579,0.588,120.011,6mwWP87zFrnQNcPNe5Rery,250907
647,0.294,0.334,-10.171,0.0299,0.88,1.64e-06,0.0917,0.145,90.053,1RYaSxJhLgFahK8zcQ8jFo,350467
648,0.435,0.837,-8.126,0.449,0.00676,0.0,0.117,0.778,124.913,4DvhkX2ic4zWkQeWMwQ2qf,216893
649,0.752,0.872,-4.186,0.117,0.12,0.0,0.234,0.677,123.888,46agiIqshD9fTnPO2VkRUY,195960
650,0.671,0.939,-3.206,0.161,0.191,0.0,0.298,0.53,129.024,4QNpBfC0zvjKqPJcyqBy9W,252307
651,0.591,0.45,-6.369,0.0266,0.671,2.23e-05,0.159,0.344,135.893,4YjjNHtEsTX6Af4mCTupT5,226680
652,0.526,0.803,-3.989,0.127,0.135,0.0,0.119,0.564,157.887,62M9yafZsSRzlsphzeJPGo,208205
653,0.583,0.968,-2.909,0.0368,0.00141,0.0115,0.13,0.91,119.999,64ybTt8CKxPdeXBNnu08Op,183893
654,0.572,0.863,-4.456,0.034,0.00144,7.23e-05,0.327,0.759,100.009,6RqiiH9J7pNg8jDM1umQtx,184147
655,0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012,5Hroj5K7vLpIG4FNCRIjbP,194240
656,0.554,0.806,-3.463,0.046,0.00177,0.0,0.165,0.646,144.923,4gHD93RNqEhEh2NkYzl3x6,220693
657,0.613,0.73,-5.614,0.0275,0.00382,0.0,0.241,0.586,114.99,0Iyg9Uc0tzehIrD8X2BEif,195053
658,0.639,0.914,-3.661,0.0931,0.00226,0.0,0.513,0.75,120.07,0gFYaybc4gOzplkux4iA8Z,207453
659,0.4,0.859,-3.724,0.0632,0.052,0.0,0.346,0.397,168.233,16OlyO0uU9REHswblL2dzu,249200
660,0.474,0.791,-3.607,0.0344,0.0791,0.0,0.136,0.756,183.999,63jtv6OVPH2SPb03icmiVo,198280
661,0.558,0.863,-4.095,0.051,0.0146,0.0,0.437,0.678,176.004,0ZZZoPY5BBr925TtoRs64b,186320
662,0.668,0.87,-4.129,0.0352,0.0349,0.0,0.154,0.602,102.006,6cDJ7MHHipBaGUrq6U9TZB,174427
663,0.559,0.612,-5.714,0.0304,0.0327,5.47e-06,0.143,0.407,117.91,0ImkGucv1ID5EkuhslttfD,219493
664,0.717,0.455,-8.303,0.0276,0.0846,0.0,0.11,0.389,127.812,7q0aQpiLv5tIsupcgQ3Ny4,200733
665,0.68,0.64,-6.691,0.0336,0.29,0.00593,0.124,0.738,105.981,2inSaXfDWLkOfwYPZItoBw,322267
666,0.715,0.715,-7.364,0.0904,0.0526,0.0,0.0936,0.506,134.923,7tmtOEDxPN7CWaQWBsG1DY,238747
667,0.719,0.815,-3.546,0.0305,0.16,0.0,0.0367,0.937,93.126,1iD0a0plhO55cWEJa5UGcZ,186267
668,0.667,0.755,-7.246,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,6gXrEUzibufX9xYPk3HD5p,286220
669,0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293,1bp2IO61zbQrbWNmKKxg3f,264504
670,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,3vv9phIu6Y1vX3jcqaGz5Z,226739
671,0.685,0.466,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,0W4Kpfp1w2xkY3PrV714B7,163133
672,0.598,0.56,-11.679,0.0375,0.607,0.0432,0.196,0.221,115.01,3ekNuTF3UpOvIZCfiejpnC,279000
673,0.298,0.702,-6.635,0.0479,0.00767,0.000464,0.274,0.349,105.558,7C6njUzhBb6fIpXzBYWg1n,314893
674,0.825,0.856,-1.912,0.0476,0.00851,1.4e-06,0.127,0.207,128.016,1V4jC0vJ5525lEF1bFgPX2,222133
675,0.309,0.831,-8.288,0.036,0.488,0.00304,0.286,0.934,181.145,2Q7LpkYrS0PBpoq3iCqypa,288160
676,0.343,0.755,-10.988,0.0325,0.405,0.688,0.188,0.88,105.174,0jg2KUI9Qv3lyJilY5gVH0,450600
677,0.28,0.909,-7.85,0.0563,7.68e-05,0.777,0.474,0.357,109.973,7Hv6OJ4R2QCb7MnT6rWRKF,292080
678,0.316,0.769,-5.283,0.0422,0.0142,0.0,0.0928,0.127,122.507,4o0NjemqhmsYLIMwlcosvW,321147
679,0.854,0.71,-6.32,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,2oTDOIAdsxPTE7yAp4YOcv,214947
680,0.631,0.661,-5.5,0.0999,0.227,1.43e-06,0.166,0.698,174.031,6m3ZWIXhjoV76syT1j2oE9,178333
681,0.476,0.938,-1.446,0.234,0.0174,0.000111,0.384,0.258,105.264,2cgZfcnb639TaZhd1AU8iz,214067
682,0.74,0.853,-3.158,0.107,0.0148,0.000217,0.309,0.662,112.034,152kYn6HxbRSWBlkkZHWGN,227787
683,0.678,0.783,-4.672,0.0828,0.0331,1.51e-05,0.134,0.679,102.0,7HzCxalzzYQOFb9a7Xs3j6,198760
684,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075,2d8JP84HNLKhmd6IYOoupQ,222093
685,0.731,0.797,-9.992,0.0309,0.0771,0.0248,0.334,0.933,148.192,3LTMnFa0hhwisyq6ILahyj,348624
686,0.671,0.712,-7.815,0.0476,0.429,0.0,0.103,0.462,113.805,2fuCquhmrzHpu5xcA1ci9x,248440
687,0.491,0.802,-7.106,0.0392,0.25,0.0,0.387,0.472,119.25,77NNZQSqzLNqh2A9JhLRkg,248907
688,0.337,0.684,-7.674,0.0495,0.0319,6.57e-06,0.342,0.404,88.772,4igIYHF3B5VBxEafHauVo3,255600
689,0.602,0.923,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01,1yjY7rpaAQvKwpdUliHx0d,216013
690,0.61,0.893,-3.681,0.0921,0.154,4.41e-05,0.021,0.673,104.031,1j8z4TTjJ1YOdoFEDwJTQa,296520
691,0.471,0.924,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,3528IXKpbb7OMjdjWYlbfD,177280
692,0.672,0.738,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,6t6oULCRS6hnI7rm0h5gwl,277040
693,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,7a86XRg84qjasly9f6bPSD,250627
694,0.388,0.694,-5.769,0.0735,0.118,0.000293,0.082,0.365,145.434,7gpy7sfWPNuOKmUNs3XQYE,278373
695,0.406,0.983,-3.188,0.193,0.0111,0.0,0.384,0.668,168.032,5s8vyPfxGqL03GZvTTovs4,151400
696,0.546,0.311,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,13HVjjWUZFaWilh2QUJKsP,260533
697,0.602,0.691,-5.197,0.051,0.0548,0.0,0.144,0.206,127.967,12Ns5IphkblPmHxpRILG9t,222307
698,0.767,0.677,-6.128,0.184,0.0339,5.51e-06,0.144,0.538,146.155,1S9nmPHoG5FfAqITgn1JGS,222587
699,0.705,0.882,-3.201,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,2oU2zHKUhLGET5q4Uu8eJL,241667
700,0.75,0.727,-4.21,0.142,0.0189,0.0,0.266,0.359,129.993,0IkKz2J93C94Ei4BvDop7P,262173
701,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,0obBFrPYkSoBJbvHfUIhkv,199480
702,0.73,0.9,-3.339,0.052,0.0761,0.0,0.238,0.896,128.083,0Rdfu7NQubmGmYz90usRCU,183693
703,0.732,0.963,-3.072,0.0593,0.142,3.79e-05,0.0942,0.735,128.035,77Jo0LLt7KmCshe4WOazYx,231562
704,0.944,0.477,-7.331,0.33,0.00311,6.81e-05,0.109,0.737,127.965,1vaUxfrERQIQfJ1wBTmeRE,227933
