,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
1869,0.452,0.68,-6.293,0.0284,0.0366,0.0,0.0927,0.275,81.966,3WANeXpetY3TAi6PTlIMpc,290827
1870,0.355,0.871,-4.684,0.0467,0.0848,0.0,0.144,0.555,154.05,7Jf6ay2g947vLxqRUkC09Q,234640
1871,0.434,0.856,-5.147,0.0542,0.261,6.43e-06,0.24,0.272,140.965,5phIlbhXRbIgZwf8yFlSWv,266987
1872,0.548,0.742,-5.741,0.0498,0.0184,0.0,0.153,0.31,122.007,6H4vq5gz0rlNjH0LBzu4An,230573
1873,0.471,0.849,-5.563,0.0713,0.015,0.0,0.109,0.196,116.404,13UwDYcdDOT6akJZRGVCEy,240573
1874,0.48,0.719,-8.216,0.0295,0.119,0.000337,0.078,0.179,150.064,78wnWRrd97aaheZBz16K2H,212347
1875,0.502,0.816,-4.826,0.03,0.241,0.0,0.107,0.419,92.512,1zjJg21AG4sXU9wzbQnQiQ,244440
1876,0.373,0.902,-4.459,0.0392,0.113,1.32e-05,0.102,0.268,145.147,2NQBsh7D6bDS5tv5VcvdoN,302867
1877,0.181,0.488,-6.485,0.0328,0.567,1.1e-06,0.125,0.221,179.502,5rvS6QdcKCXXLGq4YpinQe,235147
1878,0.384,0.568,-7.009,0.0278,0.379,0.0,0.122,0.3,91.96,5ZEY2HUEstaLlhxGoWmzCE,302667
1879,0.397,0.817,-5.495,0.042,0.0966,8.16e-06,0.316,0.416,158.004,1Jx69b09LKTuBQxkEiFfVX,266227
1880,0.315,0.824,-4.143,0.0336,0.0309,0.0,0.2,0.692,174.01,1mXiSrqOdR09yT43TwkSLh,252733
1881,0.611,0.602,-4.89,0.0437,0.000837,0.0,0.112,0.624,168.154,3T4UodGkfZObJ43RtA5KFU,148460
1882,0.564,0.722,-5.59,0.124,0.162,0.0,0.0931,0.276,99.083,1Nj2oBISdFDSF8eDuXcALz,165627
1883,0.401,0.872,-3.641,0.314,0.167,0.0,0.362,0.472,104.592,7dOeiXeTSfA1ixaYmQcWu7,201257
1884,0.488,0.588,-5.929,0.0298,0.157,1.53e-06,0.111,0.156,75.982,3RIYWuMEasEhXVNx722ZOC,380802
1885,0.518,0.783,-4.88,0.0406,0.215,9.53e-06,0.14,0.152,125.985,1YDJ2f1JuKzYWZpRYiBYHu,214067
1886,0.362,0.374,-8.813,0.0332,0.738,0.0,0.219,0.283,146.307,6uaigl9EXMjMP0I3iTb9yO,205039
1887,0.651,0.693,-6.828,0.0543,0.00446,1.32e-05,0.124,0.548,144.953,7mIFzHyC5luAXh0jIMj6XY,230293
1888,0.689,0.586,-7.61,0.107,0.241,0.0,0.356,0.611,93.02,2QWP8NYYplOqEFBYGCcq0S,209347
1889,0.513,0.554,-5.638,0.0372,0.488,0.000259,0.111,0.722,175.958,3WTUNLFtzWaDwfFfZJZ9d8,240827
1890,0.641,0.604,-6.771,0.0276,0.0038,0.0,0.106,0.285,130.94,3njZlgsB9MI6DVTg8wDPsg,190333
1891,0.831,0.681,-7.535,0.0713,0.006,0.164,0.13,0.493,87.995,3WFeGpklHvro9Um4uYWyBZ,205880
1892,0.713,0.676,-7.09,0.046,0.00523,0.0,0.109,0.514,147.007,6ZMN5CMFQSV1QuSi8iYOiV,211773
1893,0.551,0.854,-6.163,0.176,0.0866,0.0,0.242,0.386,176.053,1LwM2qIXi3Y7YTcJ6BQgal,244867
1894,0.599,0.67,-5.889,0.0321,0.0111,0.0,0.181,0.366,129.879,5jJXjQcZUdL7sj3hCW4LrJ,258267
1895,0.658,0.531,-7.759,0.0242,0.715,2.38e-06,0.208,0.662,97.658,3ZVrELQ8ncJNY0K6oWgHSB,224200
1896,0.677,0.801,-6.742,0.0383,0.000515,0.000856,0.0991,0.526,141.898,5tfYoMU6AtoyQVFbNAb1XQ,209600
1897,0.346,0.398,-10.383,0.0491,0.616,0.0,0.138,0.323,79.246,3uJf94Ifcu7ducKMbmGjuw,206493
1898,0.597,0.624,-9.018,0.128,0.0198,0.0,0.0893,0.631,166.201,4jyVtsexyS1kY6X3X3gmAw,227173
1899,0.685,0.693,-7.854,0.0311,0.00185,0.0135,0.213,0.674,131.959,10Q0ftQ4n8lyBj8t423BSY,237147
1900,0.366,0.873,-4.654,0.0436,0.0104,0.0,0.0839,0.216,156.03,0Dv4DdNy1xnhNcCd9YVoiH,307680
1901,0.49,0.885,-4.121,0.0396,0.00218,0.0,0.0741,0.64,166.996,37sINbJZcFdHFAsVNsPq1i,245467
1902,0.393,0.836,-3.533,0.0363,0.00188,0.0,0.0698,0.367,180.092,4b30rxe4kxjNl8YpE17Sew,245467
1903,0.389,0.735,-5.49,0.0509,0.12,0.0,0.121,0.452,172.242,6vbDjDCBIarDJGsV70pnOv,264733
1904,0.546,0.792,-5.222,0.0306,0.0807,0.0,0.237,0.478,137.515,5W2FRXOq70ADDROFMvWky8,255107
1905,0.348,0.351,-9.883,0.0344,0.408,0.0,0.055,0.0661,164.054,3mTEYjm3kIm4YzJ5zxJZjs,229320
1906,0.492,0.578,-6.604,0.0268,0.0343,0.0,0.0988,0.127,93.976,7kBZa4WCbZGkJzi2gCr401,238200
1907,0.317,0.464,-7.37,0.0274,0.429,1.27e-06,0.103,0.414,159.906,71qNRlNDnPahvATE7Zl4Nw,202587
1908,0.647,0.822,-4.923,0.0378,0.00508,6.84e-05,0.184,0.739,119.987,5sUSZx5d2bThAZa4iS7cfu,211800
1909,0.481,0.524,-7.035,0.0302,0.0315,1.08e-06,0.235,0.162,76.082,45B31c6tSg5Zw7PuF1WbEt,226293
1910,0.522,0.737,-6.732,0.0329,0.00512,0.0,0.0655,0.338,129.994,5tvUEs7zWbe9rPXQUGE6Cg,207293
1911,0.549,0.945,-4.351,0.0329,0.031,0.0,0.114,0.565,93.998,1gxHYlzU60Wz5NnFm1Yv33,263920
1912,0.517,0.828,-4.223,0.0493,0.156,0.0,0.901,0.516,147.956,4IACOiO4fczuCkYFdYxDGu,232253
1913,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786,1X1DWw2pcNZ8zSub3uhlNz,202533
1914,0.602,0.758,-6.864,0.0399,0.00569,0.0,0.145,0.368,100.017,4VTL9bM6qaSTsYGVianqzr,219547
1915,0.445,0.823,-4.226,0.0339,0.0172,0.0,0.341,0.304,157.966,5S9dUEV7z99qlNGwqo4AJ3,286773
1916,0.606,0.838,-5.5,0.0529,0.221,0.0,0.0922,0.659,91.02,7kOSY3PuyY0tuSKQJGyS45,264747
1917,0.438,0.875,-5.058,0.0841,0.00873,0.0,0.251,0.58,90.057,1TABnwHte9NuHGdsk4shXF,274627
1918,0.504,0.797,-6.023,0.0513,0.00341,4.89e-05,0.052,0.366,120.033,7z67I4Bd00IpY7NEC13PNI,221453
1919,0.567,0.777,-6.181,0.0376,0.361,1.48e-06,0.0901,0.563,89.043,7wsHwb4T9M2HQviCnLdwMs,245213
1920,0.402,0.791,-3.804,0.0434,0.169,0.0,0.167,0.493,186.06,7HZKksFR5Qsr4XPHAkub32,189467
1921,0.493,0.865,-3.268,0.0309,0.00796,0.0,0.313,0.301,140.999,5ten1YZvGNOGCOAIapxDjh,273493
1922,0.473,0.833,-5.013,0.039,0.00369,0.0,0.118,0.503,157.012,0c3yfC8zMRJGvmqphczhZb,272213
1923,0.577,0.818,-4.783,0.0279,0.0152,0.0,0.385,0.672,137.948,2w8YRnuCO0N1uv0QCPPoyQ,257533
1924,0.403,0.724,-4.499,0.0322,0.0819,0.0,0.257,0.471,176.099,7bS44vQlZptySaALomFBY9,234733
1925,0.513,0.849,-5.612,0.0579,0.00924,0.0,0.169,0.517,87.12,007YzRKaY8AP8kZhzjDoUM,218547
1926,0.539,0.734,-4.598,0.029,0.0242,0.0,0.424,0.302,114.949,0UI1sKoV0GROOrmqxFr0Di,265387
1927,0.568,0.868,-4.136,0.0346,0.00996,0.0,0.211,0.646,120.045,2Ch1OlQEjmX9Jc1ewgPKsc,203693
1928,0.536,0.869,-5.857,0.0459,0.0163,0.0,0.158,0.401,87.09,6LZVIMpIQ25GhMRcAQFgUU,216427
1929,0.532,0.908,-3.912,0.0421,0.0526,0.0,0.158,0.421,135.976,5PeBL40Uf6ZgFYfQyrPvlP,230787
1930,0.523,0.932,-3.359,0.0374,0.00686,0.0,0.328,0.844,152.044,5ZvcukFVP22G9BzQ0QrcCS,214947
1931,0.557,0.842,-4.382,0.0339,0.118,0.0,0.0672,0.49,123.055,3EqPv1WXyCU51IQnRXFWDv,272773
1932,0.656,0.291,-10.572,0.0293,0.872,0.0,0.114,0.298,103.971,4RCWB3V8V0dignt99LZ8vH,232533
1933,0.458,0.55,-7.092,0.0262,0.566,1.39e-05,0.108,0.56,90.56,5VWmMZCfJ4yVkJw9ZLFXej,198360
1934,0.563,0.912,-4.432,0.0333,0.00989,3.9e-06,0.369,0.939,102.979,3CE3PYF64qJBjq54Uf9ZiW,170213
1935,0.688,0.688,-5.84,0.0357,0.3,0.0,0.0982,0.451,114.011,0WVAQaxrT0wsGEG4BCVSn2,193321
1936,0.448,0.612,-6.106,0.0708,0.216,0.0,0.08,0.213,97.773,4zIO3ilp5HvTeK3HJHxhMP,189467
1937,0.833,0.509,-8.397,0.0344,0.546,5.5e-05,0.155,0.882,122.049,7gg8MoGsKe1dRnSvxVpP00,198899
1938,0.358,0.557,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043,5uCax9HTNlzGybIStD3vDh,211467
1939,0.324,0.327,-7.494,0.0409,0.825,0.0,0.101,0.334,81.328,442j8VxaB60dWf9cBFuX5w,327773
1940,0.341,0.651,-5.198,0.12,0.138,0.0,0.324,0.659,83.264,3gxTLbeyThPpg48udJOVIR,218427
1941,0.5,0.744,-4.102,0.307,0.147,0.0,0.171,0.799,181.912,2pA238Wt9MgjUG4Rb46LLO,187707
1942,0.819,0.588,-5.443,0.0579,0.0218,3.37e-06,0.139,0.706,132.042,5no9qgBHjIokSpqZsdTtda,198440
1943,0.746,0.925,-2.357,0.0484,0.154,0.0,0.536,0.817,124.99,2S6XMCy3j9Weksms22REgE,171493
1944,0.707,0.798,-4.393,0.0417,0.00503,0.0,0.0974,0.866,125.963,0QaQJMVaWtVLcoOyU95s86,241800
1945,0.329,0.344,-7.803,0.0309,0.775,0.0,0.157,0.463,76.325,4l0kJ7NayEg0qWJrj5lOGE,247880
1946,0.726,0.531,-6.879,0.0269,0.203,0.0,0.0917,0.516,92.968,0WJGHRwaKsMOywY9Fy6lBd,234987
1947,0.646,0.509,-5.367,0.0247,0.575,0.0,0.208,0.452,85.021,0lSfWikTx07ybdWtjUHm6i,250827
1948,0.707,0.659,-5.226,0.13,0.116,0.0,0.0983,0.881,101.533,77HERMIgyJmn6n5sTuMBhX,207440
1949,0.711,0.862,-4.984,0.124,0.0873,1.17e-05,0.181,0.582,102.895,1xADjmnrKYPsQy5G8ufCjf,205707
1950,0.61,0.25,-9.618,0.033,0.952,0.0,0.0876,0.446,129.633,39stfxJNjOnWRGfp5TLoib,247107
1951,0.65,0.584,-5.589,0.0329,0.241,0.0,0.267,0.53,86.35,3PuyCRR2JN1Nbk1yjl0xYE,246680
1952,0.573,0.859,-5.296,0.0851,0.05,0.0,0.0469,0.406,80.007,3in8IG5Ioo6jxjxx1vQanw,263520
1953,0.463,0.245,-9.438,0.0387,0.957,0.0,0.089,0.395,129.415,26h6qDR3KtieqIWgnveqmC,246893
1954,0.736,0.767,-6.177,0.231,0.0743,0.0,0.151,0.889,100.142,758x5c6DtwpX1RuoRhr39i,168627
1955,0.342,0.607,-5.934,0.0365,0.0511,0.0,0.243,0.309,63.664,6OEuhpa4YTlBy0liA81gNE,239933
1956,0.749,0.723,-6.609,0.0432,0.0563,0.022,0.0977,0.674,108.999,2nqwxzn7svkN30dVGbXdWf,229120
1957,0.62,0.61,-8.329,0.0373,0.00849,0.162,0.205,0.235,127.052,12ULjwbHVzq36nggHqPLo8,238560
1958,0.7,0.934,-5.941,0.17,0.0857,0.226,0.114,0.224,92.973,0GLyz2aYWntyZS38iElywa,145947
1959,0.728,0.602,-7.748,0.185,0.0699,7.01e-06,0.318,0.328,140.081,0yPvg34RGS7KNns790QsxR,225040
1960,0.457,0.757,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,2ihCaVdNZmnHZWt0fvAM7B,266600
1961,0.359,0.649,-7.06,0.0349,0.107,0.0124,0.0555,0.133,111.709,5g7rJvWYVrloJZwKiShqlS,278373
1962,0.379,0.879,-4.336,0.0362,0.0421,0.00449,0.146,0.37,102.021,60ZGteAEtPCnGE6zevgUcd,211453
1963,0.664,0.698,-5.084,0.067,0.127,0.0,0.118,0.573,135.023,2pwnEzgIzYL4AOw4ousjkB,201004
1964,0.669,0.579,-6.341,0.0468,0.131,0.0,0.19,0.66,123.979,7fBHjuqAIVOdy5xoNxy5YQ,201159
1965,0.651,0.568,-6.774,0.0275,0.282,0.0,0.0862,0.805,93.006,2QCndYqRherBtKjBpyySC6,218763
1966,0.637,0.778,-3.642,0.0706,0.0248,0.0,0.228,0.286,103.093,0ftAX4mbuRx6Wr6PvpAIZs,188738
1967,0.454,0.66,-4.357,0.168,0.0364,0.0,0.181,0.568,184.353,2HaYSyjZmqhFVviYOakAth,212374
1968,0.556,0.785,-5.842,0.133,0.122,0.0,0.468,0.825,104.978,7ciLq0Cip0yxiz6KANrOUq,231813
1969,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002,76hfruVvmfQbw0eYn1nmeC,219147
1970,0.739,0.576,-12.024,0.0472,0.122,0.00206,0.0482,0.78,108.81,2Wb9ejnmy27DUTUe9YF5Ew,260427
1971,0.457,0.831,-5.786,0.0427,0.00787,0.0,0.217,0.676,159.919,5YNhmCXEqrlftVm5QJBJFI,127693
1972,0.54,0.731,-5.623,0.039,0.00511,0.0,0.103,0.444,77.483,0oayy8OHHzuT1URyldeu9P,225267
1973,0.553,0.562,-6.589,0.0321,0.642,0.0,0.134,0.511,129.817,1b0RrqIo1qb9GuQwmuZd2X,182440
1974,0.643,0.447,-13.671,0.0315,0.00914,0.0,0.265,0.756,134.023,0xrSBf7RdXrbI6oH9YeA4l,208901
1975,0.216,0.303,-19.734,0.0455,0.752,0.974,0.165,0.0374,121.096,2VBMOiho6P9N3buhDzjLjF,87253
1976,0.771,0.896,-5.289,0.129,0.0275,0.0,0.204,0.0593,112.505,4uX7M3U4I1nsZ7SFM4XNCn,296133
1977,0.596,0.947,-4.514,0.218,0.0252,0.0,0.888,0.555,143.991,2fWSwWmKRuyioqIzOzuQGo,279373
1978,0.822,0.703,-5.538,0.213,0.0553,0.00313,0.0846,0.709,126.593,1h0j3s1fkWJxbY0Xb0W6Xd,233093
1979,0.739,0.918,-5.396,0.244,0.222,0.0,0.0476,0.757,92.102,7z4pHlzlLee0GkIYOJKsEW,252707
1980,0.747,0.973,-1.788,0.209,0.133,0.0,0.742,0.663,124.035,4EsJWjYmZ3mVDz2aElNDb6,220880
1981,0.658,0.76,-3.578,0.172,0.042,0.0,0.306,0.205,143.992,0cG6z63opd1xEcaKaC1CKw,219200
1982,0.642,0.613,-4.535,0.0327,0.00862,4.09e-06,0.307,0.311,114.079,2zifWFGl1dZi68uQeVSRp0,324133
1983,0.836,0.915,-4.052,0.344,0.169,7.09e-06,0.113,0.63,120.332,5J1wAUibWxgBp5oOrivcpQ,372680
1984,0.678,0.744,-4.176,0.121,0.0421,0.000165,0.0996,0.5,161.519,6814K8HVe6Kof32m54iFMf,196080
1985,0.516,0.95,-2.373,0.205,0.0478,0.0,0.0675,0.219,97.542,2BGWBlIaJfU2TSeXRF8TAr,181280
1986,0.718,0.87,-4.339,0.14,0.183,1.16e-05,0.156,0.749,154.949,6gTI0FNg59yo2q4VYOZ2w3,367320
1987,0.64,0.841,-2.426,0.0466,0.153,0.0,0.0457,0.0471,121.075,4e5lEqydMatcEio6ef9Dpf,282547
1988,0.251,0.31,-14.627,0.0381,0.0883,0.898,0.111,0.0691,41.823,0J1lKQRsBEkpgPS9d3VamY,93520
1989,0.596,0.854,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274,2iUXsYOEPhVqEBwsqP70rE,203418
1990,0.618,0.867,-4.915,0.0439,0.00699,1.03e-06,0.202,0.579,98.03,2vHfabj6nFebekTYODqntl,173082
1991,0.458,0.561,-4.819,0.0269,0.0965,0.0,0.156,0.206,149.875,1MhXdlCQPnO56T57MfmaRm,197411
1992,0.559,0.446,-8.805,0.0349,0.608,0.000131,0.0902,0.239,131.792,3VyJPsb2ucaaVptLSDpJNH,245452
1993,0.47,0.852,-5.874,0.0933,0.163,2.04e-06,0.281,0.773,168.063,2n5ZD87XQ2yvIxGjoYbUmZ,183200
1994,0.694,0.779,-6.984,0.071,0.0688,3.99e-06,0.0803,0.594,84.975,72f7jNxopSGvbx3M35i3Zl,221600
1995,0.723,0.643,-6.861,0.0351,0.32,0.0,0.332,0.548,102.015,2lBqyCeue1bCd6HCZtKXHu,182653
1996,0.721,0.66,-4.972,0.0429,0.0613,0.0,0.171,0.898,110.006,49X8pWDpmFpAITVUaudkcN,218973
1997,0.621,0.972,-2.245,0.05,0.0177,0.0015,0.0692,0.802,101.012,1ercYdqHPbucArdgjfLraX,222200
1998,0.557,0.853,-3.261,0.0485,0.0392,4.89e-06,0.22,0.927,177.157,2c1vNfushdA5xNW7Muj6Pj,164552
1999,0.704,0.799,-8.092,0.0437,0.455,0.185,0.124,0.886,120.218,5Nv8GtZ2u87p2RuWoZKZkC,314640
2000,0.815,0.288,-12.607,0.399,0.799,0.0,0.104,0.421,125.605,5086U7EXKa23260GlpbLUy,287961
2001,0.506,0.75,-5.624,0.0316,0.0721,1.67e-05,0.23,0.194,89.891,1w8Bft7jevdqay8KL2GhAA,230701
2002,0.586,0.865,-5.291,0.111,0.0394,0.0,0.231,0.507,128.131,0gJBsp5q8Ro6zXxKzT4DiQ,228750
2003,0.573,0.767,-5.811,0.0357,0.374,0.139,0.225,0.477,128.008,7fE5PFt7j1aNGdCEM89qxN,278868
2004,0.728,0.56,-9.081,0.055,0.106,0.76,0.137,0.396,94.963,6Bz6vSOhwYhaVoHSvRObYl,222316
2005,0.589,0.603,-5.517,0.0435,0.165,0.0,0.0687,0.456,76.874,4zxBtj8UaieYXPe2JoQETa,193760
2006,0.734,0.607,-7.249,0.0806,0.0747,0.000577,0.0968,0.518,90.023,01vv2AjxgP4uUyb8waYO5Y,258853
2007,0.658,0.604,-5.705,0.0631,0.425,0.0,0.111,0.517,76.987,370lrII2WM4dwX5XveMUBv,216720
2008,0.609,0.44,-6.32,0.0265,0.692,0.0,0.0688,0.43,108.427,3UpEsDQyd6eyRQzgQdNyGo,199119
2009,0.764,0.75,-4.217,0.257,0.000559,0.00141,0.115,0.455,169.895,4eDxAOZDaZFFG7OtEHfslW,147706
2010,0.45,0.0721,-18.602,0.0336,0.893,0.00605,0.118,0.101,108.19,5YZh8S8hKuaKB0Rs9XcLhW,295773
2011,0.652,0.897,-4.481,0.036,0.293,0.0,0.0722,0.475,114.033,1wsLHgXJ4SKIfd5ePSX1hD,193377
2012,0.695,0.435,-5.995,0.0331,0.373,0.0,0.251,0.373,120.033,3UYVT5buqH8AEVmati8Ulz,188500
2013,0.571,0.744,-5.216,0.0315,0.0291,7.95e-06,0.613,0.453,139.403,2VnGjEXZjakXFCJi2yeBAH,318360
2014,0.479,0.939,-3.085,0.0485,0.00157,1.17e-05,0.335,0.693,159.916,1ngRlvNWqH985o6v6TQEwJ,161893
2015,0.698,0.835,-4.847,0.414,0.556,0.0,0.209,0.646,89.11,7xV2KiZcW7oUCUyYWzrxnC,232853
2016,0.757,0.849,-3.424,0.0536,0.173,0.0,0.0878,0.826,150.036,6rrTr2HEAzlpC4KWZxF3S1,228207
2017,0.437,0.719,-4.569,0.0376,0.00697,3.86e-05,0.0765,0.284,169.976,5KGTKwOePys7aH4o6EzXEP,241910
2018,0.504,0.727,-4.396,0.0674,0.0169,0.0,0.0767,0.289,100.175,7dltSWFFyZGXUk9CFr03m2,158302
2019,0.774,0.45,-6.86,0.0896,0.443,3.28e-05,0.127,0.648,90.055,7tDqtZnEQcgAE92mEMtgnF,191935
2020,0.624,0.736,-5.472,0.0446,0.242,0.000238,0.098,0.744,139.987,4XuEItStgpt4325KHm18pd,281467
2021,0.742,0.722,-3.443,0.0405,0.173,0.0,0.4,0.581,103.472,72rMovcXnFRHQHDXBFnzvb,181125
2022,0.564,0.885,-4.003,0.16,0.00961,0.000203,0.116,0.909,169.999,6eLKh1uJQ8KWW2o0AWjCXw,178438
2023,0.547,0.289,-8.131,0.0348,0.645,0.0,0.148,0.213,104.851,1ArLnG0bHaHPXqf08sEKM0,181913
2024,0.847,0.703,-4.434,0.0746,0.355,3.95e-05,0.0938,0.777,112.045,7lWbWrW0wV4MB3zo06FkyX,184141
2025,0.715,0.641,-6.184,0.172,0.0125,0.000842,0.0932,0.283,127.943,684nFcq9jOLIcCxovCtveu,217853
2026,0.595,0.542,-6.443,0.0287,0.0322,0.0,0.106,0.217,130.05,1tx3VJH2ThfGR0uYvcmkaK,194480
2027,0.611,0.519,-9.854,0.035,0.481,4.82e-06,0.107,0.462,147.981,07sa7qkxpemze5BBE7jufs,199501
2028,0.803,0.662,-8.073,0.0308,0.644,0.901,0.151,0.814,105.009,2mcmQR1Zq1wDl582Gm4aLC,205049
2029,0.657,0.569,-6.287,0.0542,0.201,1.38e-05,0.126,0.399,102.054,5AdnkoZJuRJCYqYBIzSqFb,233880
2030,0.651,0.711,-5.062,0.0378,0.111,6.13e-05,0.0488,0.425,125.089,43ZeyBuql1TboyWE3ElHXj,191954
2031,0.668,0.739,-4.919,0.0308,0.0383,0.0,0.13,0.571,131.918,6Vecwo7AHst9V2CE3kmwr0,231467
2032,0.566,0.713,-4.25,0.0417,0.645,0.0,0.114,0.807,169.864,4dGJf1SER1T6ooX46vwzRB,238147
2033,0.582,0.689,-12.203,0.0277,0.607,0.0571,0.145,0.531,111.166,6V50MyHPGhEmwYu0Wdyf0t,297853
2034,0.522,0.833,-3.715,0.0575,0.0454,0.0,0.127,0.296,180.009,5uu28fUesZMl89lf9CLrgN,193569
2035,0.744,0.513,-9.492,0.0411,0.102,1.69e-06,0.0894,0.353,139.979,7q8jJ1XZEliBakZSUMFde5,211671
2036,0.4,0.756,-8.423,0.0492,0.00282,0.753,0.0695,0.0924,123.828,2KHRENHQzTIQ001nlP9Gdc,383627
2037,0.437,0.343,-14.239,0.0379,0.011,0.905,0.126,0.0348,128.016,0YchKPFRbVwwO4dH5hKrRi,637080
2038,0.619,0.583,-9.064,0.39,0.0893,0.0,0.217,0.946,78.005,0IUfPLqoV9VPo43pt9XaSh,272893
2039,0.471,0.699,-7.782,0.245,0.363,0.000242,0.0708,0.329,170.114,3DjYU54tU6YCEy822r8TcY,238778
2040,0.693,0.813,-4.361,0.066,0.0496,0.0,0.289,0.515,90.008,17zF2ISrDrQdaULA8cxReK,239453
2041,0.561,0.655,-3.937,0.0363,0.0121,0.0,0.225,0.421,93.673,2ZPzNY7eheDHSO4ZpK4tSg,197213
2042,0.644,0.799,-10.856,0.0598,0.0821,0.00154,0.055,0.889,108.381,3Pu3IChaAoa5EjgUBv5F6x,246573
2043,0.704,0.611,-6.112,0.0409,0.217,0.0,0.0812,0.22,100.0,2FY7b99s15jUprqC0M5NCT,189467
2044,0.429,0.559,-7.493,0.152,0.139,0.00928,0.121,0.347,100.073,2B1fuWoWaYnCXbjYp1gXg5,187800
2045,0.638,0.679,-5.278,0.0425,0.0016,0.00655,0.121,0.596,81.045,4uGY9CqDtGtaTTLg1cgsWD,181880
2046,0.636,0.718,-4.833,0.0313,0.00483,6.51e-06,0.292,0.437,143.929,6LXMUR2rpxFBDo6nilS3yX,217867
2047,0.383,0.637,-6.993,0.0703,0.0722,0.0,0.368,0.0827,177.913,2RSHsoi04658QL5xgQVov3,260773
2048,0.672,0.715,-6.18,0.0268,0.581,2.08e-06,0.101,0.677,104.989,2nkoWsTZa8LKPNGdjI5uxj,217173
2049,0.634,0.662,-7.543,0.0325,0.000479,0.00142,0.111,0.244,90.011,2bzitsPcImYC6DZWvvLCQi,210933
2050,0.816,0.735,-5.49,0.0539,0.16,0.000108,0.0665,0.476,130.029,3R4Xk37WTagjzODMNEQLvs,204853
2051,0.49,0.889,-5.179,0.17,0.00155,2.76e-06,0.162,0.383,166.779,4qhDA6s0MkD5XpDqGLHIEY,201040
2052,0.691,0.803,-5.029,0.0355,0.015,0.0,0.0862,0.424,104.997,1uRBbjQ3uNFXCncWyNomHf,180733
2053,0.621,0.478,-8.246,0.0351,0.263,0.0,0.257,0.248,115.023,5Z9SQPYU95S6M1vcbLsDt2,190853
2054,0.697,0.507,-6.178,0.04,0.0535,1.19e-06,0.0469,0.382,82.483,5d41vXH0zvpwUrHrmqKqDc,166360
2055,0.649,0.517,-7.428,0.0297,0.0146,1.63e-06,0.145,0.35,119.997,6Tvzf3VEi16JMhAgOwdt2y,219440
2056,0.588,0.494,-8.831,0.0536,0.0213,7.2e-05,0.0966,0.291,135.004,5Q7zuH8VNu7aLappSusPu6,273880
2057,0.262,0.564,-7.99,0.0455,0.0147,0.00659,0.103,0.13,195.489,7JAzAyjbJFPznEFdqpa1Si,247547
2058,0.778,0.789,-4.301,0.0577,0.0819,0.0,0.0609,0.941,130.054,7BfSU2ya7PZtqrl48urKqG,179333
2059,0.706,0.666,-4.454,0.0478,0.0239,0.0,0.0442,0.457,128.911,1Jajkjm81BVqptjRBoJcAn,236173
2060,0.796,0.763,-7.619,0.101,0.258,0.0,0.917,0.344,140.036,7Ip9sxKtQQyWHWOQR62Xwy,188999
2061,0.672,0.655,-5.021,0.0311,0.0362,0.0,0.117,0.556,134.945,6Qn5zhYkTa37e91HC1D7lb,201240
2062,0.54,0.761,-5.339,0.0372,0.0163,0.0,0.0941,0.147,100.008,1y3bE5i57eUm3hfLAc7h08,232907
2063,0.569,0.645,-6.169,0.0513,0.253,0.0,0.413,0.54,156.031,2SJf7W18D1AEpr8L9ATu0c,205114
2064,0.934,0.798,-5.665,0.0849,0.266,4.54e-05,0.0962,0.895,120.162,444P4wvSDa0SD5HE4YGx9B,201933
2065,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,5b88tNINg4Q4nrRbrCXUmg,232720
2066,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033,2iJuuzV8P9Yz0VSurttIV5,283400
2067,0.743,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96,4vp2J1l5RD4gMZwGFLfRAu,289133
2068,0.649,0.931,-3.15,0.181,0.0093,0.0,0.751,0.744,153.645,6btyEL6NwUa97Nex9cZFvo,213067
2069,0.834,0.696,-3.224,0.197,0.11,0.0,0.13,0.804,94.09,3CNqo3gYrfexdrtjFmC9he,272533
2070,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,6Knv6wdA0luoMUuuoYi2i1,192191
2071,0.72,0.672,-6.852,0.0551,0.009,0.0,0.232,0.705,124.986,3GpbwCm3YxiWDvy29Uo3vP,204640
2072,0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,1NpW5kyvO4XrNJ3rnfcNy3,232947
2073,0.762,0.661,-6.075,0.0687,0.15,0.0,0.256,0.769,130.009,1hGy2eLcmC8eKx7qr1tOqx,225373
2074,0.839,0.804,-2.513,0.0329,0.0192,0.0,0.331,0.888,122.973,2oENJa1T33GJ0w8dC167G4,239987
2075,0.531,0.574,-6.693,0.113,0.114,0.0308,0.256,0.272,115.68,2DHc2e5bBn4UzY0ENVFrUl,232467
